AccSpeciesName,count,AccSpeciesID,Genus,SpeciesEpithet,Family,PlantGrowthForm,LeafType,LeafPhenology,PhotosyntheticPathway,param_count_before,param_count_after,PFT
Cola lateritia var. maclaudii,2,NA,Cola,lateritia,Malvaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Cola verticillata,2,NA,Cola,verticillata,Malvaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Corynanthe lanepoolei,2,NA,Corynanthe,lanepoolei,Rubiaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Corynanthe talbotii,2,NA,Corynanthe,talbotii,Rubiaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Cussonia sphaerocephala,2,NA,Cussonia,sphaerocephala,Araliaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Dalbergia multijuga,2,NA,Dalbergia,multijuga,Fabaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Ficus tiliifolia,2,NA,Ficus,tiliifolia,Moraceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Greenwayodendron oliveri,2,NA,Greenwayodendron,oliveri,Annonaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Oubanguia alata,2,NA,Oubanguia,alata,Lecythidaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Prioria sp,2,NA,Prioria,,Fabaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Rinorea angustifolia,2,NA,Rinorea,angustifolia,Violaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Rothmannia fischeri subsp. fischeri,2,NA,Rothmannia,fischeri,Rubiaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Scolopia oreophila,2,NA,Scolopia,oreophila,Salicaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Tessmannia anomala,2,NA,Tessmannia,anomala,Fabaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Cola laurifolia,1,NA,Cola,laurifolia,Malvaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Commiphora kataf,1,NA,Commiphora,kataf,Burseraceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Commiphora kua,1,NA,Commiphora,kua,Burseraceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Craibia brevicaudata subsp. schliebenii,1,NA,Craibia,brevicaudata,Fabaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Eucalyptus PF1 (hybrid E. teriticornis x E. grandis),1,NA,Eucalyptus,,Myrtaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Trichoscypha oddonii,1,NA,Trichoscypha,oddonii,Anacardiaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Vachellia seyal,1,NA,Vachellia,seyal,Fabaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Vismia guineensis,1,NA,Vismia,guineensis,Hypericaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Beilschmiedia rwandensis,7,NA,Beilschmiedia,rwandensis,Lauraceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Bellucia sp,2,NA,Bellucia,,Melastomataceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Casearia runssorica,4,NA,Casearia,runssorica,Salicaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Coelocaryon botryoides,9,NA,Coelocaryon,botryoides,Myristicaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Corynanthe macroceras,7,NA,Corynanthe,macroceras,Rubiaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Croton haumanianus,4,NA,Croton,haumanianus,Rubiaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Dialium tessmannii,9,NA,Dialium,tessmannii,Fabaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Diospyros liala,9,NA,Diospyros,liala,Ebenaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Drypetes likwa,11,NA,Drypetes,likwa,Putranjivaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Drypetes liso,9,NA,Drypetes,liso,Putranjivaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Englerophytum rwandense,9,NA,Englerophytum,rwandensis,Sapotaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Harungana montana,6,NA,Harungana,montana,Hypericaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Leonardoxa Africana,9,NA,Leonardoxa,africana,Fabaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Leplaea thompsonii,9,NA,Lepleae,thompsonii,Meliaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Microcos mildbraedii,12,NA,Microcos,mildbraedii,Malvaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Omphalocarpum lujai,9,NA,Omphalocarpum,lujai,Sapotaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Paodosia spinosa,3,NA,Paodosia,spinosa,Sapotaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Pycnanthus marchalianus,9,NA,Pycnanthus,marchalianus,Myristicaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Radlkofera calodendron,9,NA,Radlkofera,calodendron,Sapindaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Rinorea angustifolia subsp. Engleriana,6,NA,Rinorea,angustifolia,Violaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Rytigina kigeziensis,3,NA,Rytigina,kigeziensis,Rubiaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Rytigynia kigeziensis,6,NA,Rytigynia,kigeziensis,Rubiaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Samanea obliquifoliata,9,NA,Samanea,obliquifoliata,Fabaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Scorodophloeus sp,3,NA,Scorodophloeus,,Fabaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Sericanthe leonardii,1,NA,Sericanthe,leonardii,Rubiaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Stachyothyrsus tessmannii,20,NA,Stachyothyrsus,tessmannii,Fabaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Vepris renieri,4,NA,Vepris,renieri,Rutaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Xylopia phloiodora,9,NA,Xylopia,phloiodora,Annonaceae,tree,broadleaved,evergreen,,0,3,BET-Tr
Acacia burkei,20,217,Acacia,burkei,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Acacia cyclops,7,274,Acacia,cyclops,Fabaceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Adansonia digitata,52,1186,Adansonia,digitata,Bombacaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Afzelia bella,1,1612,Afzelia,bella,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Afzelia quanzensis,2,1619,Afzelia,quanzensis,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Aidia genipiflora,42,2120,Aidia,genipiflora,Rubiaceae,tree,broadleaved,deciduous,,2,3,BDT
Alangium chinense,8,2186,Alangium,chinense,Alangiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Alantsilodendron pilosum,3,62142,Alantsilodendron,pilosum,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Albizia amara,1,2212,Albizia,amara,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Albizia anthelmintica,1,2213,Albizia,anthelmintica,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Albizia antunesiana,1,2214,Albizia,antunesiana,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Albizia chevalieri,1,2220,Albizia,chevalieri,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Albizia chinensis,20,2221,Albizia,chinensis,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Albizia coriaria,6,2222,Albizia,coriaria,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Albizia ferruginea,26,2228,Albizia,ferruginea,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Albizia harveyi,6,2234,Albizia,harveyi,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Albizia malacophylla,1,2247,Albizia,malacophylla,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Albizia schimperiana,64,2266,Albizia,schimperiana,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Albizia versicolor,1,2276,Albizia,versicolor,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Albizia zimmermannii,1,2277,Albizia,zimmermannii,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Albizia zygia,7,2278,Albizia,zygia,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Amblygonocarpus andongensis,1,3150,Amblygonocarpus,andongensis,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Amphimas ferrugineus,1,3296,Amphimas,ferrugineus,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Amphimas pterocarpoides,20,3297,Amphimas,pterocarpoides,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Antidesma venosum,8,4105,Antidesma,venosum,Euphorbiaceae,shrub/tree,broadleaved,deciduous,,3,3,BDT
Baikiaea plurijuga,11,6619,Baikiaea,plurijuga,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Baillonella toxisperma,4,6624,Baillonella,toxisperma,Sapotaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Balanites maughamii,9,6640,Balanites,maughamii,Balanitaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Balanites pedicellaris,1,6643,Balanites,pedicellaris,Balanitaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Bauhinia thonningii,23,7029,Bauhinia,thonningii,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Bauhinia tomentosa,2,7030,Bauhinia,tomentosa,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Berchemia discolor,5,7232,Berchemia,discolor,Rhamnaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Berlinia bracteosa,11,7266,Berlinia,bracteosa,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Berlinia grandiflora,11,7268,Berlinia,grandiflora,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Bernoullia flammea,18,7277,Bernoullia,flammea,Bombacaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Bobgunnia madagascariensis,1,7600,Bobgunnia,madagascariensis,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Bombax costatum,3,7681,Bombax,costatum,Bombacaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Bombax rhodognaphalon,2,7690,Bombax,rhodognaphalon,Bombacaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Boscia albitrunca,14,7779,Boscia,albitrunca,Capparaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Boswellia dalzielii,3,66087,Boswellia,dalzielii,Burseraceae,tree,broadleaved,deciduous,,1,3,BDT
Boswellia neglecta,1,7818,Boswellia,neglecta,Burseraceae,tree,broadleaved,deciduous,C3,3,4,BDT
Brachylaena ramiflora,24,8131,Brachylaena,ramiflora,Asteraceae,tree,broadleaved,deciduous,C3,3,4,BDT
Brachystegia bakeriana,1,8185,Brachystegia,bakeriana,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Brachystegia boehmii,13,8186,Brachystegia,boehmii,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Brachystegia longifolia,10,8193,Brachystegia,longifolia,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Brachystegia microphylla,1,8194,Brachystegia,microphylla,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Brachystegia spiciformis,26,8198,Brachystegia,spiciformis,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Brachystegia utilis,3,8199,Brachystegia,utilis,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Brachystegia wangermeeana,1,8200,Brachystegia,wangermeeana,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Bridelia ferruginea,19,8325,Bridelia,ferruginea,Euphorbiaceae,shrub/tree,broadleaved,deciduous,,3,3,BDT
Bridelia scleroneura,8,8338,Bridelia,scleroneura,Euphorbiaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Buchnerodendron speciosum,2,8747,Buchnerodendron,speciosum,Flacourtiaceae,tree,broadleaved,deciduous,,3,3,BDT
Burkea africana,19,8914,Burkea,africana,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Capparis fascicularis,3,10186,Capparis,fascicularis,Capparaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Carpodiptera africana,2,10795,Carpodiptera,africana,Tiliaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Cassia abbreviata,7,10933,Cassia,abbreviata,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Cassia sieberiana,5,10992,Cassia,sieberiana,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Cecropia concolor,5,11333,Cecropia,concolor,Cecropiaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Cedrela odorata,30,11365,Cedrela,odorata,Meliaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Ceiba pentandra,47,11395,Ceiba,pentandra,Bombacaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Celtis adolfi-friderici,7,11468,Celtis,adolfi-friderici,Ulmaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Celtis africana,36,11469,Celtis,africana,Ulmaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Celtis durandii,10,11480,Celtis,durandii,Ulmaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Celtis mildbraedii,38,11495,Celtis,mildbraedii,Ulmaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Celtis philippensis,2,11501,Celtis,philippensis,Ulmaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Celtis tessmannii,35,11513,Celtis,tessmannii,Ulmaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Celtis zenkeri,2,11520,Celtis,zenkeri,Ulmaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Chaetachme aristata,31,11940,Chaetachme,aristata,Ulmaceae,shrub/tree,broadleaved,deciduous,C3,3,4,BDT
Chasmanthera dependens,2,12098,Chasmanthera,dependens,Menispermaceae,tree,broadleaved,deciduous,C3,1,4,BDT
Cleistochlamys kirkii,6,13341,Cleistochlamys,kirkii,Annonaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Cochlospermum tinctorium,2,13733,Cochlospermum,tinctorium,Cochlospermaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Cola griseiflora,33,13859,Cola,griseiflora,Sterculiaceae,tree,broadleaved,deciduous,,2,3,BDT
Colophospermum mopane,28,13934,Colophospermum,mopane,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Combretum apiculatum,23,14006,Combretum,apiculatum,Combretaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Combretum elaeagnoides,2,14019,Combretum,elaeagnoides,Combretaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Combretum erythrophyllum,3,14021,Combretum,erythrophyllum,Combretaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Combretum fruticosum,9,14024,Combretum,fruticosum,Combretaceae,shrub/tree,broadleaved,deciduous,C3,3,4,BDT
Combretum glutinosum,317,14027,Combretum,glutinosum,Combretaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Combretum hereroense,9,14030,Combretum,hereroense,Combretaceae,shrub/tree,broadleaved,deciduous,,3,3,BDT
Combretum imberbe,4,14034,Combretum,imberbe,Combretaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Combretum molle,45,14044,Combretum,molle,Combretaceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Combretum mossambicense,35,14045,Combretum,mossambicense,Combretaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Combretum nigricans,5,14047,Combretum,nigricans,Combretaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Combretum schumannii,2,14058,Combretum,schumannii,Combretaceae,shrub/tree,broadleaved,deciduous,,3,3,BDT
Commiphora africana,4,14102,Commiphora,africana,Burseraceae,tree,broadleaved,deciduous,C3,4,4,BDT
Commiphora campestris,2,14108,Commiphora,campestris,Burseraceae,tree,broadleaved,deciduous,C3,3,4,BDT
Commiphora confusa,1,14110,Commiphora,confusa,Burseraceae,tree,broadleaved,deciduous,C3,3,4,BDT
Commiphora edulis,2,14111,Commiphora,edulis,Burseraceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Commiphora engleri,3,14112,Commiphora,engleri,Burseraceae,tree,broadleaved,deciduous,C3,3,4,BDT
Commiphora glandulosa,3,66806,Commiphora,glandulosa,Burseraceae,tree,broadleaved,deciduous,,1,3,BDT
Commiphora mollis,4,14124,Commiphora,mollis,Burseraceae,tree,broadleaved,deciduous,C3,3,4,BDT
Commiphora mossambicensis,2,14126,Commiphora,mossambicensis,Burseraceae,tree,broadleaved,deciduous,C3,3,4,BDT
Commiphora neglecta,6,14127,Commiphora,neglecta,Burseraceae,tree,broadleaved,deciduous,C3,3,4,BDT
Commiphora pteleifolia,1,14129,Commiphora,pteleifolia,Burseraceae,shrub/tree,broadleaved,deciduous,C3,3,4,BDT
Commiphora tenuipetiolata,1,14139,Commiphora,tenuipetiolata,Burseraceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Commiphora ugogensis,1,14140,Commiphora,ugogensis,Burseraceae,tree,broadleaved,deciduous,C3,3,4,BDT
Commiphora unilobata,1,14141,Commiphora,unilobata,Burseraceae,tree,broadleaved,deciduous,C3,3,4,BDT
Commiphora zanzibarica,1,14142,Commiphora,zanzibarica,Burseraceae,tree,broadleaved,deciduous,C3,3,4,BDT
Cordia africana,15,14395,Cordia,africana,Boraginaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Cordia sinensis,10,14456,Cordia,sinensis,Boraginaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Crossopteryx febrifuga,11,15253,Crossopteryx,febrifuga,Rubiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Croton sylvaticus,4,15591,Croton,sylvaticus,Euphorbiaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Cussonia arborea,2,15988,Cussonia,arborea,Araliaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Dalbergia armata,14,16754,Dalbergia,armata,Fabaceae,shrub/tree,broadleaved,deciduous,C3,3,4,BDT
Dalbergia baronii,24,16756,Dalbergia,baronii,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Dalbergia melanixilum,1,58386,Dalbergia,melanixilum,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Dalbergia melanoxylon,17,16787,Dalbergia,melanoxylon,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Dalbergia nitidula,1,16792,Dalbergia,nitidula,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Daniellia klainei,1,16876,Daniellia,klainei,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Delonix elata,1,17138,Delonix,elata,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Desplatsia dewevrei,2,17503,Desplatsia,dewevrei,Tiliaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Detarium microcarpum,5,17505,Detarium,microcarpum,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Dialium dinklagei,2,17538,Dialium,dinklagei,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Dialium excelsum,14,17540,Dialium,excelsum,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Dichrostachys cinerea,161,17743,Dichrostachys,cinerea,Fabaceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Diospyros alboflavescens,6,18417,Diospyros,alboflavescens,Ebenaceae,tree,broadleaved,deciduous,,2,3,BDT
Diplorhynchus condylocarpon,8,18695,Diplorhynchus,condylocarpon,Apocynaceae,shrub/tree,broadleaved,deciduous,,3,3,BDT
Dombeya rotundifolia,26,19120,Dombeya,rotundifolia,Sterculiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Ehretia bakeri,2,19852,Ehretia,bakeri,Boraginaceae,tree,broadleaved,deciduous,,2,3,BDT
Ehretia rigida,23,19858,Ehretia,rigida,Boraginaceae,shrub/tree,broadleaved,deciduous,,3,3,BDT
Elaeodendron transvaalense,12,20008,Elaeodendron,transvaalense,Celastraceae,tree,broadleaved,deciduous,,2,3,BDT
Englerodendron usambarense,1,20605,Englerodendron,usambarense,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Entada abyssinica,1,20649,Entada,abyssinica,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Entandrophragma angolense,15,20669,Entandrophragma,angolense,Meliaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Entandrophragma candollei,9,20671,Entandrophragma,candollei,Meliaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Entandrophragma caudatum,1,20672,Entandrophragma,caudatum,Meliaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Entandrophragma cylindricum,18,20674,Entandrophragma,cylindricum,Meliaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Entandrophragma excelsum,15,20677,Entandrophragma,excelsum,Meliaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Entandrophragma utile,2,20680,Entandrophragma,utile,Meliaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Erythrina livingstoniana,1,22078,Erythrina,livingstoniana,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Erythrina senegalensis,4,22086,Erythrina,senegalensis,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Erythrophleum africanum,18,22133,Erythrophleum,africanum,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Excoecaria bussei,2,23799,Excoecaria,bussei,Euphorbiaceae,shrub/tree,broadleaved,deciduous,,3,3,BDT
Faidherbia albida,27,23909,Faidherbia,albida,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Ficus exasperata,9,24821,Ficus,exasperata,Moraceae,tree,broadleaved,deciduous,C3,4,4,BDT
Ficus lutea,32,24865,Ficus,lutea,Moraceae,tree,broadleaved,deciduous,C3,3,4,BDT
Ficus stuhlmannii,3,24940,Ficus,stuhlmannii,Moraceae,tree,broadleaved,deciduous,C3,3,4,BDT
Ficus sycomorus,39,24948,Ficus,sycomorus,Moraceae,tree,broadleaved,deciduous,C3,3,4,BDT
Flueggea virosa,45,25137,Flueggea,virosa,Euphorbiaceae,shrub/tree,broadleaved,deciduous,,3,3,BDT
Gardenia volkensii,4,25712,Gardenia,volkensii,Rubiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Gilletiodendron mildbraedii,10,26253,Gilletiodendron,mildbraedii,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Glyphaea brevis,4,26526,Glyphaea,brevis,Tiliaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Gmelina arborea,6,26540,Gmelina,arborea,Verbenaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Grewia arborea,2,68244,Grewia,arborea,Tiliaceae,tree,broadleaved,deciduous,,0,3,BDT
Grewia flava,21,26975,Grewia,flava,Tiliaceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Grewia flavescens,12,26976,Grewia,flavescens,Tiliaceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Grewia mollis,6,26995,Grewia,mollis,Tiliaceae,shrub/tree,broadleaved,deciduous,C3,3,4,BDT
Grewia tembensis,4,27021,Grewia,tembensis,Tiliaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Greyia sutherlandii,1,27031,Greyia,sutherlandii,Greyiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Guibourtia demeusei,13,27222,Guibourtia,demeusei,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Haematostaphis barteri,3,27550,Haematostaphis,barteri,Anacardiaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Hagenia abyssinica,24,27561,Hagenia,abyssinica,Rosaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Hevea brasiliensis,9,28671,Hevea,brasiliensis,Euphorbiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Hexalobus monopetalus,7,28684,Hexalobus,monopetalus,Annonaceae,shrub/tree,broadleaved,deciduous,,3,3,BDT
Hymenocardia acida,19,29820,Hymenocardia,acida,Euphorbiaceae,shrub/tree,broadleaved,deciduous,,3,3,BDT
Irvingia grandifolia,22,30890,Irvingia,grandifolia,Irvingiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Isoberlinia angolensis,7,31139,Isoberlinia,angolensis,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Isoberlinia tomentosa,2,31143,Isoberlinia,tomentosa,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Julbernardia globiflora,6,31432,Julbernardia,globiflora,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Julbernardia pellegriniana,1,31433,Julbernardia,pellegriniana,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Khaya anthotheca,43,31756,Khaya,anthotheca,Meliaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Khaya grandifoliola,80,31758,Khaya,grandifoliola,Meliaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Kirkia acuminata,2,31791,Kirkia,acuminata,Simaroubaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Kirkia tenuifolia,1,31792,Kirkia,tenuifolia,Simaroubaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Klaineanthus gaboniae,6,31797,Klaineanthus,gaboniae,Euphorbiaceae,tree,broadleaved,deciduous,,2,3,BDT
Klainedoxa gabonensis,21,31798,Klainedoxa,gabonensis,Irvingiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Lannea acida,303,32276,Lannea,acida,Anacardiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Lannea discolor,3,32281,Lannea,discolor,Anacardiaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Lannea humilis,1,32285,Lannea,humilis,Anacardiaceae,shrub/tree,broadleaved,deciduous,C3,3,4,BDT
Lannea microcarpa,4,32287,Lannea,microcarpa,Anacardiaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Lannea schimperi,1,32288,Lannea,schimperi,Anacardiaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Lannea schweinfurthii,12,32289,Lannea,schweinfurthii,Anacardiaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Lannea triphylla,1,32292,Lannea,triphylla,Anacardiaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Lannea velutina,2,32293,Lannea,velutina,Anacardiaceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Lannea welwitschii,17,32295,Lannea,welwitschii,Anacardiaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Lonchocarpus laxiflorus,1,34089,Lonchocarpus,laxiflorus,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Lophira lanceolata,4,34177,Lophira,lanceolata,Ochnaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Macaranga capensis,4,34712,Macaranga,capensis,Euphorbiaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Maerua angolensis,6,34967,Maerua,angolensis,Capparaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Maerua prittwitzii,3,34985,Maerua,prittwitzii,Capparaceae,shrub/tree,broadleaved,deciduous,C3,3,4,BDT
Maesopsis eminii,20,35009,Maesopsis,eminii,Rhamnaceae,tree,broadleaved,deciduous,C3,3,4,BDT
